Key,English
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear."
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell."
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that."
CLIENT_HELP_INC_000632,Creating a Guild
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild."
CLIENT_HELP_INC_000634,Raising the Guild Level
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself."
CLIENT_HELP_INC_000636,Joining a Guild
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.
CLIENT_HELP_INC_000638,Disbanding a Guild
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild."
CLIENT_HELP_INC_000640,Managing Guild Members
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc."
CLIENT_HELP_INC_000642,Managing Guild Ranks
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment."
CLIENT_HELP_INC_000644,Announcement
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.
CLIENT_HELP_INC_000646,Guild Logo
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu."
CLIENT_HELP_INC_000648,Guild Storage
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.
CLIENT_HELP_INC_000650,Info-Pang
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.
CLIENT_HELP_INC_000652,What is it?
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List."
CLIENT_HELP_INC_000654,Access the Info-Pang
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang."
CLIENT_HELP_INC_000656,Duel among users
CLIENT_HELP_INC_000657,This is a duel between 2 players.
CLIENT_HELP_INC_000658,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.
CLIENT_HELP_INC_000660,Asking for PvP
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that."
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it."
CLIENT_HELP_INC_000663,The result of PVP and Fame
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.
CLIENT_HELP_INC_000665,placholder 49
CLIENT_HELP_INC_000666,placholder 50
CLIENT_HELP_INC_000667,placholder 51
CLIENT_HELP_INC_000668,placholder 52
CLIENT_HELP_INC_000669,placholder 53
CLIENT_HELP_INC_000670,placholder 54
CLIENT_HELP_INC_000671,placholder 55
CLIENT_HELP_INC_000672,placholder 56
CLIENT_HELP_INC_000673,placholder 57
CLIENT_HELP_INC_000674,placholder 58
CLIENT_HELP_INC_000675,placholder 59
CLIENT_HELP_INC_000676,placholder 60
CLIENT_HELP_INC_000677,placholder 61
CLIENT_HELP_INC_000678,placholder 62
CLIENT_HELP_INC_000679,placholder 63
CLIENT_HELP_INC_000680,placholder 64
CLIENT_HELP_INC_000681,placholder 65
CLIENT_HELP_INC_000682,placholder 66
CLIENT_HELP_INC_000683,Server
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.
CLIENT_HELP_INC_000685,placholder 67
CLIENT_HELP_INC_000686,placholder 68
CLIENT_HELP_INC_000687,placholder 69
CLIENT_HELP_INC_000688,placholder 70
CLIENT_HELP_INC_000689,placholder 71
CLIENT_HELP_INC_000690,placholder 72
CLIENT_HELP_INC_000691,placholder 73
CLIENT_HELP_INC_000692,placholder 74
CLIENT_HELP_INC_000693,placholder 75
CLIENT_HELP_INC_000694,placholder 76
CLIENT_HELP_INC_000695,placholder 77
CLIENT_HELP_INC_000696,placholder 78
CLIENT_HELP_INC_000697,placholder 79
CLIENT_HELP_INC_000698,placholder 80
CLIENT_HELP_INC_000699,placholder 81
CLIENT_HELP_INC_000700,placholder 82
CLIENT_HELP_INC_000701,placholder 83
CLIENT_HELP_INC_000702,placholder 84
CLIENT_HELP_INC_000703,placholder 85
CLIENT_HELP_INC_100000,Achievements
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!"
CLIENT_HELP_INC_100002,Flyff Pass
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit."
CLIENT_HELP_INC_100004,Equipment Switch
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle."
CLIENT_HELP_INC_100006,Create ultimate weapon
CLIENT_HELP_INC_100007,Kalgas Assault Revival
CLIENT_HELP_INC_100008,"In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20)."
CLIENT_HELP_INC_100009,Couple Menu
CLIENT_HELP_INC_100010,"This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled."
CLIENT_HELP_INC_100011,Life
CLIENT_HELP_INC_100012,"This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time."
CLIENT_HELP_INC_100013,Fishing Menu
CLIENT_HELP_INC_100014,"If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button."
CLIENT_HELP_INC_100015,Pet Training
CLIENT_HELP_INC_100016,"You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc"
CLIENT_HELP_INC_100017,Housing Objects
CLIENT_HELP_INC_100018,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.
CLIENT_HELP_INC_100019,Production
CLIENT_HELP_INC_100020,"You can proceed with production through this window. If you select a recipe from the filters, you will see information about that recipe and can only produce items that match the recipe.\nIf you don't select a recipe, you can try to produce with your own material combinations to discover hidden recipes.\nYou can earn Master’s Chips for random production and for Great Success.\nYou'll get better quality items when you make a Great Success"
